property_id,address,suburb,postcode,latitude,longitude,ground_elevation_m_ahd,building_footprint,building_area_m2,dwelling_structure_census,bedroom_count,vehicle_count,ev_count,affluence_score,construction_type,floor_height_offset_m,switchboard_type,circuit_count,kitchen_spec,flooring,building_age_years,flood_planning_level_m_ahd,peak_water_level_m_ahd,peak_depth_above_floor_m,depth_above_floor_m,wetted_wall_area_m2,severity_factor,switchboard_cost_aud,plasterboard_cost_aud,flooring_cost_aud,kitchen_cabinetry_cost_aud,electrical_cost_aud,appliance_cost_aud,drying_decon_cost_aud,painting_cost_aud,demolition_cost_aud,initial_estimated_cost_aud,insurance_delay_days,job_start_day,job_duration_days,job_end_day,scope_multiplier,stockout_day_relevant,labour_actual_aud,materials_actual_aud,actual_repair_cost_aud
GNAF-GANSW717280635,499 BALLINA ROAD,GOONELLABAH,2480,-28.81388202,153.31215574,155.6580047607422,,104.0,separate_house,3,2,0,0.9328621908127208,short_stumps,0.5,ceramic_fuse,7,stone_benchtop,timber_floorboards,91,13.4,14.4,0.0,0.0,12.24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW717280736,628 BALLINA ROAD,GOONELLABAH,2480,-28.81764817,153.3258394,162.89700317382812,,68.8,flat_or_apartment,2,1,0,0.9328621908127208,slab_on_ground,0.15,circuit_breaker_rcd,15,stone_benchtop,laminate,21,13.4,14.4,0.0,0.0,9.95,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW717846423,41 DELORAINE ROAD,LISMORE HEIGHTS,2480,-28.80523566,153.30087124,107.01899719238281,,98.4,separate_house,3,2,0,0.5830388692579506,slab_on_ground,0.15,ceramic_fuse,8,basic_laminate,carpet,151,13.4,14.4,0.0,0.0,11.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW717280667,541 BALLINA ROAD,GOONELLABAH,2480,-28.81555725,153.31638223,173.78700256347656,,90.5,separate_house,3,3,0,0.9328621908127208,slab_on_ground,0.15,circuit_breaker_rcd,12,stone_benchtop,tile,23,13.4,14.4,0.0,0.0,11.42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW717280766,664 BALLINA ROAD,GOONELLABAH,2480,-28.81826172,153.32982176,151.83599853515625,,128.8,separate_house,4,2,0,0.9328621908127208,slab_on_ground,0.15,circuit_breaker_rcd,16,stone_benchtop,tile,10,13.4,14.4,0.0,0.0,13.62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW717280838,806 BALLINA ROAD,GOONELLABAH,2480,-28.81167916,153.34933951,171.17599487304688,,109.5,separate_house,3,1,0,0.9328621908127208,short_stumps,0.5,circuit_breaker_basic,13,stone_benchtop,timber_floorboards,31,13.4,14.4,0.0,0.0,12.56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW718135787,UNIT 3 24 PENDARA CRESCENT,LISMORE HEIGHTS,2480,-28.79794836,153.2948709,42.632999420166016,,131.2,separate_house,5,1,0,0.5830388692579506,slab_on_ground,0.15,circuit_breaker_rcd,12,standard_laminate,vinyl,46,13.4,14.4,0.0,0.0,13.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW717280792,691 BALLINA ROAD,GOONELLABAH,2480,-28.81895298,153.33192081,163.49200439453125,,40.0,semi_detached,1,2,1,0.9328621908127208,high_stumps,1.5,ceramic_fuse,9,premium_stone_island,polished_concrete,39,13.4,14.4,0.0,0.0,7.59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW717280758,652 BALLINA ROAD,GOONELLABAH,2480,-28.81809444,153.32850456,157.14500427246094,,66.5,separate_house,3,2,0,0.9328621908127208,short_stumps,0.5,circuit_breaker_basic,10,premium_stone_island,laminate,37,13.4,14.4,0.0,0.0,9.79,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW717280650,517 BALLINA ROAD,GOONELLABAH,2480,-28.81480118,153.31405445,169.92799377441406,,123.0,separate_house,4,2,0,0.9328621908127208,slab_on_ground,0.15,circuit_breaker_rcd,16,stone_benchtop,tile,16,13.4,14.4,0.0,0.0,13.31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW717280715,596 BALLINA ROAD,GOONELLABAH,2480,-28.81697575,153.32148759,162.1439971923828,,137.5,separate_house,4,2,0,0.9328621908127208,slab_on_ground,0.15,circuit_breaker_rcd,20,premium_stone_island,laminate,11,13.4,14.4,0.0,0.0,14.07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW717280794,693 BALLINA ROAD,GOONELLABAH,2480,-28.81895944,153.33210506,164.322998046875,,89.6,separate_house,3,3,0,0.9328621908127208,short_stumps,0.5,circuit_breaker_rcd,13,stone_benchtop,tile,28,13.4,14.4,0.0,0.0,11.36,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW717280612,476 BALLINA ROAD,GOONELLABAH,2480,-28.8125629,153.30997874,136.50799560546875,,92.2,separate_house,3,2,0,0.9328621908127208,short_stumps,0.5,circuit_breaker_basic,11,premium_stone_island,laminate,34,13.4,14.4,0.0,0.0,11.52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW717280781,679 BALLINA ROAD,GOONELLABAH,2480,-28.81891347,153.33079586,159.6840057373047,,82.4,separate_house,3,1,0,0.9328621908127208,slab_on_ground,0.15,ceramic_fuse,7,basic_laminate,carpet,118,13.4,14.4,0.0,0.0,10.89,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW717280742,634 BALLINA ROAD,GOONELLABAH,2480,-28.8177332,153.32641046,163.15899658203125,,62.7,separate_house,3,1,0,0.9328621908127208,short_stumps,0.5,circuit_breaker_rcd,13,premium_stone_island,laminate,29,13.4,14.4,0.0,0.0,9.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW717280738,630 BALLINA ROAD,GOONELLABAH,2480,-28.81767585,153.32602531,162.6999969482422,,57.5,separate_house,3,1,0,0.9328621908127208,short_stumps,0.5,ceramic_fuse,8,standard_laminate,timber_floorboards,70,13.4,14.4,0.0,0.0,9.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW717280833,778 BALLINA ROAD,GOONELLABAH,2480,-28.81079746,153.34094743,155.68800354003906,,136.9,separate_house,4,3,0,0.9328621908127208,slab_on_ground,0.15,circuit_breaker_rcd,19,stone_benchtop,laminate,5,13.4,14.4,0.0,0.0,14.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW717280704,585 BALLINA ROAD,GOONELLABAH,2480,-28.81743896,153.32037708,173.28900146484375,,91.3,separate_house,3,1,0,0.9328621908127208,slab_on_ground,0.15,circuit_breaker_rcd,13,stone_benchtop,timber_floorboards,29,13.4,14.4,0.0,0.0,11.47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW717280633,496 BALLINA ROAD,GOONELLABAH,2480,-28.81300416,153.31199441,147.51499938964844,,88.2,separate_house,3,3,0,0.9328621908127208,short_stumps,0.5,circuit_breaker_rcd,12,stone_benchtop,tile,24,13.4,14.4,0.0,0.0,11.27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW719190135,SHOP 2 114 KEEN STREET,LISMORE,2480,-28.80889602,153.27930913,9.312000274658203,"[[153.2788215, -28.808823599999993], [153.2790329, -28.808929699999997], [153.2790821, -28.808857699999997], [153.2790699, -28.808854199999995], [153.2791444, -28.808746299999985], [153.2796873, -28.809030399999987], [153.2796647, -28.809064199999998], [153.2797425, -28.809105999999986], [153.2797956, -28.809025699999985], [153.2789749, -28.80859480000001], [153.2788215, -28.808823599999993]]",94.0,separate_house,4,2,0,0.15901060070671377,short_stumps,0.5,circuit_breaker_rcd,8,basic_laminate,vinyl,59,13.4,14.4,4.588,4.588,93.08,2.0,2497.94,8069.84,5750.65,4581.28,1394.1,4594.71,4509.67,3109.61,4650.76,39158.55,1.86,110,21,131,1.4,True,22714.74,32553.36,55268.1
GNAF-GANSW705920796,117 ELLIOTT ROAD,SOUTH LISMORE,2480,-28.81067504,153.25906291,10.279999732971191,"[[153.2591837, -28.810634300000007], [153.2591385, -28.810906200000012], [153.2592639, -28.810922200000004], [153.2593089, -28.81065030000001], [153.2591837, -28.810634300000007]]",188.1,separate_house,3,1,0,0.0,high_stumps,1.5,ceramic_fuse,9,basic_laminate,vinyl,136,13.4,14.4,2.62,2.62,131.66,2.0,1204.44,11144.2,8889.1,3516.45,1793.9,3800.9,7854.42,3309.26,7465.79,48978.44,14.35,377,20,397,1.4,True,40605.02,34757.52,75362.54
GNAF-GANSW719190131,UNIT 2 55 MOLESWORTH STREET,LISMORE,2480,-28.80721591,153.27646064,10.82800006866455,"[[153.27669300000002, -28.807315699999993], [153.276456, -28.807189799999996], [153.27642460000004, -28.8072432], [153.2766568, -28.807368999999994], [153.27669300000002, -28.807315699999993]]",60.4,separate_house,2,1,0,0.15901060070671377,short_stumps,0.5,ceramic_fuse,5,basic_laminate,vinyl,147,13.4,14.4,3.072,3.072,74.61,2.0,1280.27,6643.45,3273.39,3680.6,1051.87,4241.01,2856.68,2697.42,2866.37,28591.07,1.33,260,14,274,1.4,True,20341.03,32961.89,53302.91
GNAF-GANSW719190077,SHOP 9 44 CARRINGTON STREET,LISMORE,2480,-28.81046121,153.27652167,10.272000312805176,"[[153.2763272, -28.810173800000012], [153.2757611, -28.8110261], [153.2760016, -28.81115189999999], [153.276067, -28.811051399999997], [153.2761213, -28.811082], [153.2762656, -28.810866100000002], [153.2762988, -28.81088319999999], [153.27648730000004, -28.8109805], [153.2765116, -28.810992999999996], [153.27644870000003, -28.8110862], [153.2765312, -28.811130199999994], [153.2766802, -28.811209600000005], [153.2766923, -28.8112161], [153.2768734, -28.810958599999992], [153.2769788, -28.811002300000002], [153.2772228, -28.810608699999992], [153.2763272, -28.810173800000012]]",172.7,flat_or_apartment,1,1,0,0.15901060070671377,slab_on_ground,0.15,ceramic_fuse,12,standard_laminate,vinyl,37,13.4,14.4,3.978,3.978,126.16,2.0,1360.19,12090.06,9772.65,3150.96,2737.06,4509.1,8187.98,4707.37,9097.25,55612.61,5.59,154,23,177,1.4,True,40108.42,32667.16,72775.58
GNAF-GANSW718037948,22-24 SNOW STREET,SOUTH LISMORE,2480,-28.81930539,153.26155735,11.609000205993652,,84.4,separate_house,3,1,0,0.0,short_stumps,0.5,circuit_breaker_basic,8,basic_laminate,vinyl,65,13.4,14.4,2.291,2.291,88.19,2.0,1945.39,7513.61,5135.41,4510.74,1440.59,3959.68,3574.78,3699.58,3791.6,35571.38,5.06,287,16,303,1.4,True,26242.7,22138.47,48381.16
GNAF-GANSW719462636,184 WILSON STREET,SOUTH LISMORE,2480,-28.81735266,153.26008277,12.04800033569336,"[[153.25991870000001, -28.81735039999999], [153.2599571, -28.817479500000008], [153.2602468, -28.817413299999995], [153.2602176, -28.81731509999999], [153.26016070000003, -28.8173281], [153.2601515, -28.817297199999995], [153.25991870000001, -28.81735039999999]]",411.5,separate_house,5,2,0,0.0,slab_on_ground,0.15,circuit_breaker_rcd,26,basic_laminate,carpet,42,13.4,14.4,2.202,2.202,194.74,2.0,2912.71,23137.84,30889.36,4576.71,3368.09,4099.33,19450.36,6303.75,25299.14,120037.27,5.6,470,35,505,1.4,True,91238.06,73911.51,165149.57
GNAF-GANSW705219304,72B KEEN STREET,LISMORE,2480,-28.80723226,153.2801528,9.480999946594238,"[[153.2799991, -28.807080300000003], [153.2799482, -28.807156599999985], [153.27995290000004, -28.8071591], [153.28020600000002, -28.807292199999996], [153.2802601, -28.807217699999995], [153.2799991, -28.807080300000003]]",22.2,separate_house,3,2,0,0.15901060070671377,high_stumps,1.5,ceramic_fuse,5,basic_laminate,vinyl,147,13.4,14.4,3.419,3.419,45.23,2.0,1577.98,5230.29,1259.84,3946.98,741.32,4097.62,900.49,1756.15,917.98,20428.66,2.32,193,14,207,1.4,True,12166.71,21036.79,33203.51
GNAF-GANSW719667124,OAK TREE RETIREMENT VLGE UNIT 19 17 MACKELLAR PLACE,GOONELLABAH,2480,-28.81308575,153.34120822,147.33099365234375,,88.5,separate_house,3,1,0,0.9328621908127208,short_stumps,0.5,circuit_breaker_rcd,13,stone_benchtop,tile,24,13.4,14.4,0.0,0.0,11.29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW718376608,UNIT 1 32 DELORAINE ROAD,LISMORE HEIGHTS,2480,-28.80476723,153.30094174,95.2699966430664,,83.6,separate_house,3,2,0,0.5830388692579506,short_stumps,0.5,ceramic_fuse,7,basic_laminate,vinyl,90,13.4,14.4,0.0,0.0,10.97,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW712299344,UNIT 4 42 MCKENZIE STREET,LISMORE,2480,-28.81094095,153.28928986,14.984000205993652,,59.8,flat_or_apartment,2,2,0,0.15901060070671377,slab_on_ground,0.15,circuit_breaker_rcd,15,stone_benchtop,tile,22,13.4,14.4,0.0,0.0,9.28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW712299363,UNIT 18 40 MCKENZIE STREET,LISMORE,2480,-28.81094095,153.28928986,14.984000205993652,,94.7,separate_house,4,2,0,0.15901060070671377,short_stumps,0.5,circuit_breaker_rcd,10,standard_laminate,timber_floorboards,42,13.4,14.4,0.0,0.0,11.68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW717218672,40 MCKENZIE STREET,LISMORE,2480,-28.81094095,153.28928986,14.984000205993652,,40.0,semi_detached,1,1,0,0.15901060070671377,high_stumps,1.5,ceramic_fuse,5,standard_laminate,timber_floorboards,135,13.4,14.4,0.0,0.0,7.59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW705916980,2 TAYLOR STREET,SOUTH LISMORE,2480,-28.81322677,153.2688006,6.7769999504089355,,89.7,separate_house,3,2,0,0.0,slab_on_ground,0.15,circuit_breaker_rcd,10,basic_laminate,carpet,60,13.4,14.4,7.473,7.473,90.92,2.0,2312.93,7616.38,6237.38,5912.11,2528.63,4602.22,3958.71,3425.54,5055.6,41649.5,5.68,83,15,98,1.4,True,28632.48,32921.73,61554.21
GNAF-GANSW716499181,24 RHODES STREET,SOUTH LISMORE,2480,-28.81569381,153.26326093,10.20199966430664,,75.4,separate_house,3,1,1,0.0,slab_on_ground,0.15,ceramic_fuse,7,basic_laminate,carpet,111,13.4,14.4,4.048,4.048,83.36,2.0,1755.97,8611.66,4535.37,3755.72,992.26,4509.93,3101.4,2120.41,2923.61,32306.33,2.08,164,16,180,1.4,True,24635.2,22731.78,47366.98
GNAF-GANSW704838352,26 GREENHILLS DRIVE,GOONELLABAH,2480,-28.80900088,153.34654939,145.4969940185547,,149.4,separate_house,4,1,0,0.9328621908127208,slab_on_ground,0.15,circuit_breaker_rcd,17,stone_benchtop,tile,6,13.4,14.4,0.0,0.0,14.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW719188878,SHOP 1 44 CARRINGTON STREET,LISMORE,2480,-28.81046121,153.27652167,10.272000312805176,"[[153.2763272, -28.810173800000012], [153.2757611, -28.8110261], [153.2760016, -28.81115189999999], [153.276067, -28.811051399999997], [153.2761213, -28.811082], [153.2762656, -28.810866100000002], [153.2762988, -28.81088319999999], [153.27648730000004, -28.8109805], [153.2765116, -28.810992999999996], [153.27644870000003, -28.8110862], [153.2765312, -28.811130199999994], [153.2766802, -28.811209600000005], [153.2766923, -28.8112161], [153.2768734, -28.810958599999992], [153.2769788, -28.811002300000002], [153.2772228, -28.810608699999992], [153.2763272, -28.810173800000012]]",172.7,flat_or_apartment,2,3,0,0.15901060070671377,slab_on_ground,0.15,circuit_breaker_rcd,22,standard_laminate,vinyl,11,13.4,14.4,3.978,3.978,126.16,2.0,2497.98,12500.18,11082.83,4321.3,4737.27,3261.74,7503.5,3939.57,7381.93,57226.29,3.22,154,20,174,1.4,True,40357.5,32043.89,72401.39
GNAF-GANSW716499487,UNIT 14C 60 ROSS STREET,LISMORE,2480,-28.81431283,153.30141094,105.26699829101562,,146.0,semi_detached,5,2,0,0.15901060070671377,slab_on_ground,0.15,circuit_breaker_rcd,22,standard_laminate,timber_floorboards,0,13.4,14.4,0.0,0.0,14.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW716499491,UNIT 15C 60 ROSS STREET,LISMORE,2480,-28.81431283,153.30141094,105.26699829101562,,131.6,separate_house,4,0,0,0.15901060070671377,short_stumps,0.5,circuit_breaker_basic,9,standard_laminate,vinyl,74,13.4,14.4,0.0,0.0,13.77,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW716499492,UNIT 15D 60 ROSS STREET,LISMORE,2480,-28.81431283,153.30141094,105.26699829101562,,40.0,separate_house,1,1,0,0.15901060070671377,short_stumps,0.5,ceramic_fuse,5,basic_laminate,vinyl,121,13.4,14.4,0.0,0.0,7.59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW716499493,UNIT 16A 60 ROSS STREET,LISMORE,2480,-28.81431283,153.30141094,105.26699829101562,,59.1,semi_detached,2,3,0,0.15901060070671377,short_stumps,0.5,circuit_breaker_rcd,13,standard_laminate,timber_floorboards,25,13.4,14.4,0.0,0.0,9.23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW709051161,120 WYRALLAH ROAD,EAST LISMORE,2480,-28.82288788,153.28747337,21.409000396728516,,78.7,separate_house,3,1,0,0.38869257950530034,slab_on_ground,0.15,ceramic_fuse,7,basic_laminate,carpet,128,13.4,14.4,0.0,0.0,10.65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW716499484,UNIT 13A 60 ROSS STREET,LISMORE,2480,-28.81431283,153.30141094,105.26699829101562,,65.0,separate_house,2,1,0,0.15901060070671377,short_stumps,0.5,ceramic_fuse,6,basic_laminate,carpet,146,13.4,14.4,0.0,0.0,9.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW721927725,UNIT 3 26 GREENWOOD DRIVE,GOONELLABAH,2480,-28.81768653,153.32957293,139.5570068359375,,96.3,separate_house,3,3,0,0.9328621908127208,short_stumps,0.5,ceramic_fuse,8,basic_laminate,timber_floorboards,125,13.4,14.4,0.0,0.0,11.78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW718042423,UNIT 2 14 CLARE STREET,GOONELLABAH,2480,-28.83249888,153.33163044,139.2689971923828,,154.1,separate_house,5,2,0,0.9328621908127208,slab_on_ground,0.15,circuit_breaker_rcd,15,stone_benchtop,tile,2,13.4,14.4,0.0,0.0,14.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW716499490,UNIT 15B 60 ROSS STREET,LISMORE,2480,-28.81431283,153.30141094,105.26699829101562,,43.2,separate_house,2,3,0,0.15901060070671377,short_stumps,0.5,ceramic_fuse,5,basic_laminate,vinyl,96,13.4,14.4,0.0,0.0,7.89,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW719178726,UNIT 2 26 DIBBS STREET,LISMORE,2480,-28.81046526,153.29350078,20.437999725341797,,40.0,other,1,1,0,0.15901060070671377,high_stumps,1.5,circuit_breaker_rcd,18,stone_benchtop,tile,12,13.4,14.4,0.0,0.0,7.59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW719178727,UNIT 8 26 DIBBS STREET,LISMORE,2480,-28.81046526,153.29350078,20.437999725341797,,101.6,separate_house,3,0,0,0.15901060070671377,short_stumps,0.5,ceramic_fuse,7,basic_laminate,vinyl,162,13.4,14.4,0.0,0.0,12.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW704847648,16 PINEVIEW DRIVE,GOONELLABAH,2480,-28.81925857,153.33792504,152.61500549316406,,106.3,separate_house,3,1,0,0.9328621908127208,slab_on_ground,0.15,ceramic_fuse,8,basic_laminate,carpet,128,13.4,14.4,0.0,0.0,12.37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW704837689,UNIT 11 1 PINEVIEW DRIVE,GOONELLABAH,2480,-28.82005067,153.33672087,139.17799377441406,,63.5,semi_detached,2,2,0,0.9328621908127208,short_stumps,0.5,circuit_breaker_rcd,19,premium_stone_island,polished_concrete,12,13.4,14.4,0.0,0.0,9.56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW712329414,UNIT 2 19 PINEVIEW DRIVE,GOONELLABAH,2480,-28.81971354,153.33849825,148.68800354003906,,152.6,separate_house,5,1,0,0.9328621908127208,short_stumps,0.5,circuit_breaker_rcd,13,stone_benchtop,timber_floorboards,51,13.4,14.4,0.0,0.0,14.82,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW704837687,UNIT 1 1 PINEVIEW DRIVE,GOONELLABAH,2480,-28.81979124,153.33645238,140.7010040283203,,81.9,semi_detached,3,2,0,0.9328621908127208,short_stumps,0.5,circuit_breaker_rcd,21,premium_stone_island,polished_concrete,9,13.4,14.4,0.0,0.0,10.86,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW712329413,UNIT 3 21 PINEVIEW DRIVE,GOONELLABAH,2480,-28.81977166,153.33871677,149.45599365234375,,40.2,semi_detached,2,2,0,0.9328621908127208,high_stumps,1.5,circuit_breaker_rcd,13,premium_stone_island,laminate,20,13.4,14.4,0.0,0.0,7.61,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW718054578,41 KRAUSS AVENUE,LOFTVILLE,2480,-28.8299224,153.26329959,10.741000175476074,,40.0,other,1,1,0,1.0,high_stumps,1.5,circuit_breaker_rcd,13,premium_stone_island,polished_concrete,23,13.4,14.4,2.159,2.159,60.72,2.0,2827.7,4424.51,4347.37,8611.31,2195.65,12146.64,2033.57,1790.65,1742.79,40120.19,4.92,195,15,210,1.4,True,21043.88,40287.91,61331.79
GNAF-GANSW708009360,UNIT 2 33 HARMONY AVENUE,EAST LISMORE,2480,-28.8271029,153.29345239,11.779000282287598,,69.5,separate_house,3,2,0,0.38869257950530034,slab_on_ground,0.15,circuit_breaker_rcd,10,basic_laminate,carpet,58,13.4,14.4,2.471,2.471,80.03,2.0,2988.61,8145.12,4777.19,4138.03,2509.7,3795.33,3194.48,2658.21,3064.34,35271.01,7.95,227,16,243,1.4,True,26317.37,25333.01,51650.38
GNAF-GANSW704642629,33 HARMONY AVENUE,EAST LISMORE,2480,-28.8271029,153.29345239,11.779000282287598,,97.9,separate_house,3,3,0,0.38869257950530034,slab_on_ground,0.15,ceramic_fuse,11,basic_laminate,carpet,73,13.4,14.4,2.471,2.471,94.99,2.0,1269.75,8832.56,6440.11,3745.06,2200.56,3557.91,5051.56,2938.94,4258.67,38295.13,3.67,204,16,220,1.4,True,30845.22,30364.24,61209.45
GNAF-GANSW719178975,UNIT 17 26 DIBBS STREET,LISMORE,2480,-28.81046526,153.29350078,20.437999725341797,,88.6,separate_house,3,1,0,0.15901060070671377,short_stumps,0.5,circuit_breaker_basic,8,basic_laminate,vinyl,59,13.4,14.4,0.0,0.0,11.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW708000740,UNIT 3 33 HARMONY AVENUE,EAST LISMORE,2480,-28.8271029,153.29345239,11.779000282287598,,186.1,separate_house,5,1,0,0.38869257950530034,slab_on_ground,0.15,circuit_breaker_rcd,16,standard_laminate,carpet,47,13.4,14.4,2.471,2.471,130.96,2.0,2896.37,13655.83,10936.35,4809.44,3740.7,6076.58,8857.88,4521.96,6080.24,61575.35,2.52,193,23,216,1.4,True,39780.3,43451.92,83232.22
GNAF-GANSW720781767,28A HIDDEN VALLEY CIRCUIT,CHILCOTTS GRASS,2480,-28.83393168,153.34113628,123.53800201416016,,186.5,separate_house,5,3,0,0.9045936395759717,short_stumps,0.5,circuit_breaker_rcd,26,premium_stone_island,polished_concrete,6,13.4,14.4,0.0,0.0,16.39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW718470424,UNIT 6 175 DAWSON STREET,GIRARDS HILL,2480,-28.8158024,153.27616136,11.053000450134277,"[[153.2761145, -28.8158559], [153.2761261, -28.815859999999997], [153.2761212, -28.815867700000005], [153.2761703, -28.815894399999998], [153.2761841, -28.815875500000008], [153.2761949, -28.815879799999994], [153.2761821, -28.8158996], [153.2762273, -28.815926299999994], [153.2762332, -28.815915100000005], [153.2762912, -28.815942700000004], [153.2763453, -28.8158617], [153.276303, -28.815846200000003], [153.2763099, -28.815834999999996], [153.276249, -28.81580480000001], [153.27622040000003, -28.815845300000003], [153.2762077, -28.815839299999997], [153.2762224, -28.8158178], [153.2761949, -28.815804], [153.276187, -28.8158143], [153.2761541, -28.8157959], [153.2761145, -28.8158559]]",28.4,flat_or_apartment,2,1,0,0.7208480565371025,slab_on_ground,0.15,circuit_breaker_basic,9,stone_benchtop,laminate,35,13.4,14.4,3.197,3.197,51.16,2.0,2004.29,4422.72,1964.23,6681.22,2138.23,10366.7,1168.59,1459.26,1325.97,31531.21,6.18,157,13,170,1.4,True,14234.23,35770.76,50004.99
GNAF-GANSW719022260,80-82 HILLCREST AVENUE,GOONELLABAH,2480,-28.8140093,153.32253469,134.37100219726562,,56.9,semi_detached,2,1,0,0.9328621908127208,high_stumps,1.5,circuit_breaker_rcd,14,premium_stone_island,polished_concrete,23,13.4,14.4,0.0,0.0,9.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
